TransactionId;CustomerId;PolicyNumber;PolicyContractDate;IncidentOcurredDate;IncidentReportDate;InsuranceType;PremiumAmount;ClaimAmount;CustomerName;AdressStreet;AdressNumber;City;State;PostalCode;SSN;MaritalStatus;AgeInsured;Tenure;EmploymentStatus;NoFamilyMembers;RiskSegmentation;HouseType;SocialClass;InsuredEducationLevel;IncidentSeverity;AuthorityContacted;AnyInjury;PoliceReportAvaible;IncidentState;IncidentCity;IncidentHourOfTheDate;AgentId;VendorId;ClaimStatus
TXN00006891;A00000474;PLC00008705;12/10/2016;13/2/2021;18/2/2021;Motor;11085;3000;Steven Westlund;Kentucky Avenue Southeast;321;Washington;DC;20003;526-32-3350;Y;53;66;Y;3;L;Mortgage;LI;Bachelor;Total Loss;None;1;0;GA;Savannah;10;AGENT00374;VNDR00190;A
TXN00006892;A00006238;PLC00004338;19/5/2011;13/2/2021;18/2/2021;Life;7405;10000;Gerald Macias;Wilkinson Road;7730;Nashville;TN;37080;484-34-8388;N;48;35;Y;3;M;Mortgage;HI;Bachelor;Minor Loss;None;1;1;DC;Washington;12;AGENT00994;VNDR00003;A
TXN00006893;A00000112;PLC00005098;28/8/2018;17/2/2021;20/2/2021;Mobile;1085;500;Caroline Mitchell;West 52nd Place;10277;Wheat Ridge;CO;80033;134-40-2666;Y;55;31;Y;2;M;Mortgage;HI;NA;Minor Loss;Ambulance;0;1;CA;Mountain View;22;AGENT00124;;A
TXN00006894;A00004721;PLC00005926;18/6/2018;23/2/2021;24/2/2021;Property;14871;19000;Shannon Comeaux;Toreador Drive;22572;Salinas;CA;93908;167-19-7108;Y;51;75;Y;4;M;Rent;LI;Bachelor;Major Loss;Police;0;1;OK;Oklahoma City;0;AGENT00309;VNDR00431;A
TXN00006895;A00003044;PLC00009639;21/6/2016;12/2/2021;17/2/2021;Travel;5014;2000;Geoffrey Mccurry;Huffman Park Drive;1320;Anchorage;AK;99515;427-08-4689;Y;55;116;Y;4;L;Rent;HI;High School;Total Loss;Ambulance;0;0;AL;Montgomery;5;AGENT00570;VNDR00329;A
TXN00006896;A00002913;PLC00008772;23/2/2013;23/2/2021;24/2/2021;Travel;7396;5000;Brenda Clark;National Street;606;Fayetteville;AR;72701;629-34-9053;N;46;62;Y;6;L;Rent;MI;Bachelor;Major Loss;Police;0;1;AL;Montgomery;11;AGENT00363;VNDR00310;A
TXN00006897;A00000724;PLC00006363;4/3/2016;10/2/2021;15/2/2021;Life;5369;100000;Harold Penalosa;Allen Place;110;Farmington;AR;72730;061-38-6847;N;58;43;Y;3;M;Rent;MI;Masters;Major Loss;None;0;1;AZ;Glendale;11;AGENT00399;VNDR00579;A
TXN00006898;A00009172;PLC00002854;28/4/2015;7/2/2021;12/2/2021;Travel;6909;4000;John Koenig;North 59th Avenue;6717;Glendale;AZ;85301;474-75-8830;N;33;76;Y;4;L;Own;HI;Masters;Total Loss;None;1;1;CA;Union City;6;AGENT00906;VNDR00324;A
TXN00006899;A00008946;PLC00001979;28/3/2019;25/2/2021;25/2/2021;Mobile;783;300;Robert Dufour;Thomas Drive;8421;Panama City;FL;32408;330-31-3501;N;54;113;Y;5;L;Rent;MI;College;Major Loss;Ambulance;1;0;DC;Washington;20;AGENT00259;VNDR00185;A
TXN00006900;A00000785;PLC00006696;31/3/2011;20/2/2021;22/2/2021;Travel;744;3000;Jessie Culbertson;Westerly Street;74;Manchester;CT;6042;235-52-6272;Y;63;82;Y;6;L;Rent;MI;Bachelor;Major Loss;Ambulance;1;1;CA;Bakersfield;0;AGENT00489;VNDR00391;A
TXN00006901;A00008774;PLC00008046;23/8/2014;16/2/2021;21/2/2021;Property;15636;21000;Carolyn Jacobs;Brewer Road;4328;Montgomery;AL;36108;510-53-9737;Y;36;6;Y;3;L;Rent;MI;High School;Major Loss;None;0;1;OK;Midwest City;2;AGENT00801;VNDR00339;A
TXN00006902;A00004382;PLC00003969;31/10/2013;14/2/2021;19/2/2021;Health;11675;7000;Donnie Workman;Rosedale Place;2732;Nashville;TN;37211;276-78-9790;Y;41;77;Y;3;M;Rent;MI;College;Minor Loss;Ambulance;1;0;MA;Cambridge;12;AGENT01175;;A
TXN00006903;A00008479;PLC00008275;18/10/2010;22/2/2021;23/2/2021;Travel;5825;3000;Marian Noggler;Chestnut Street;2315;Montgomery;AL;36107;884-83-4925;Y;53;93;Y;3;L;Mortgage;MI;College;Total Loss;Ambulance;0;1;MD;Pasadena;13;AGENT00448;;A
TXN00006904;A00008669;PLC00008745;7/5/2014;12/2/2021;17/2/2021;Health;19213;1000;Elsie Wirth;Old Southwick Place;7057;Montgomery;AL;36117;176-64-0997;N;44;45;Y;5;L;Own;HI;Bachelor;Major Loss;None;1;1;AZ;Glendale;13;AGENT00965;VNDR00397;A
TXN00006905;A00007739;PLC00000260;26/8/2014;17/2/2021;20/2/2021;Travel;643;2000;Joshua Roudabush;National Drive;7573;Livermore;CA;94550;183-62-6226;Y;55;111;Y;2;L;Own;LI;Masters;Total Loss;None;1;1;VT;Washington;6;AGENT00550;VNDR00159;A
TXN00006906;A00003707;PLC00000127;15/11/2011;27/2/2021;27/2/2021;Life;6115;53000;Garrett Wright;Catalpa Way;1821;Hayward;CA;94545;404-44-3642;Y;60;46;Y;5;H;Own;MI;High School;Total Loss;None;0;0;AZ;Glendale;16;AGENT00509;VNDR00512;A
TXN00006907;A00001255;PLC00009916;14/4/2014;13/2/2021;18/2/2021;Motor;12866;6000;Gail Hoffman;Road 200;49548;O'Neals;CA;93645;567-31-3616;Y;60;47;Y;3;L;Mortgage;HI;Bachelor;Major Loss;Ambulance;1;1;MA;Salem;10;AGENT01088;VNDR00247;A
TXN00006908;A00002186;PLC00003363;23/9/2010;19/2/2021;22/2/2021;Health;10613;5000;Korey Holben;Largo Drive;10996;Savannah;GA;31419;507-73-3266;N;47;8;N;7;L;Own;MI;Bachelor;Major Loss;Police;1;1;CT;Manchester;11;AGENT00920;VNDR00437;A
TXN00006909;A00009781;PLC00007626;5/2/2013;22/2/2021;24/2/2021;Property;12226;29000;Frank Richie;Boca Lagoon Drive;154;Panama City Beach;FL;32408;557-04-1494;Y;48;57;Y;3;H;Mortgage;MI;Bachelor;Major Loss;Police;0;1;VT;Colchester;19;AGENT00525;;A
TXN00006910;A00005557;PLC00004112;19/11/2015;15/2/2021;20/2/2021;Travel;7437;5000;Matthew Febus;South Brent Drive;14525;Oklahoma City;OK;73170;563-91-4146;Y;30;75;Y;6;M;Mortgage;MI;Bachelor;Minor Loss;Ambulance;0;1;DC;Washington;23;AGENT00256;VNDR00365;D
TXN00006911;A00000655;PLC00006301;11/2/2018;13/2/2021;18/2/2021;Health;10943;12000;Kayla Charles;West Finger Road;3142;Fayetteville;AR;72701;037-73-0446;N;34;83;Y;4;M;Rent;HI;College;Total Loss;Ambulance;1;1;CA;Truckee;15;AGENT00713;VNDR00012;A
TXN00006912;A00008489;PLC00002081;25/11/2016;24/2/2021;25/2/2021;Health;16215;18000;Emily Karrels;East Beach Drive;234;Panama City;FL;32401;840-51-4511;Y;52;10;Y;4;H;Rent;MI;Masters;Total Loss;Police;1;1;CT;Manchester;22;AGENT01148;VNDR00047;A
TXN00006913;A00004903;PLC00001407;4/4/2016;18/2/2021;21/2/2021;Mobile;1177;700;Alethea Bijou;Rockland Trail;4728;Nashville;TN;37013;329-23-5920;Y;60;73;N;2;H;Mortgage;LI;High School;Total Loss;Police;1;1;CA;Redding;10;AGENT01105;VNDR00166;A
TXN00006914;A00005493;PLC00001763;27/10/2018;14/2/2021;19/2/2021;Mobile;782;700;Thomas Rios;North 59th Avenue;5740;Glendale;AZ;85301;469-73-3386;Y;31;114;Y;5;H;Mortgage;HI;Bachelor;Minor Loss;Police;1;1;AL;Montgomery;11;AGENT00579;VNDR00482;A
TXN00006915;A00002238;PLC00006192;5/1/2014;19/2/2021;22/2/2021;Property;10651;38000;Cathy Miranda;Leominster Road;35;Lunenburg;MA;1462;713-78-2818;Y;27;104;Y;2;L;Mortgage;HI;Bachelor;Minor Loss;Other;1;1;CA;Vallejo;12;AGENT00240;VNDR00408;A
TXN00006916;A00000384;PLC00009721;1/3/2013;12/2/2021;17/2/2021;Mobile;1073;600;Iris Patton;Colt Drive;253;Nashville;TN;37221;846-01-9334;Y;45;81;Y;2;L;Rent;MI;Bachelor;Major Loss;None;1;0;TN;Nashville;9;AGENT00021;VNDR00247;A
TXN00006917;A00002197;PLC00003503;24/2/2013;23/2/2021;24/2/2021;Property;9322;27000;Jose Fairbairn;Spruce Street;1528;Berkeley;CA;94709;485-08-4958;Y;54;32;Y;4;L;Rent;LI;College;Major Loss;Ambulance;1;1;VT;Stowe;10;AGENT00331;VNDR00407;A
TXN00006918;A00004438;PLC00000224;22/12/2018;9/2/2021;14/2/2021;Travel;6499;2000;Santos Madry;Seaman;210;McCrory;AR;72101;008-12-1661;Y;50;25;Y;7;L;Rent;HI;Bachelor;Minor Loss;Other;1;0;FL;Panama City;17;AGENT00029;VNDR00418;A
TXN00006919;A00009620;PLC00009333;19/6/2012;14/2/2021;19/2/2021;Health;14954;15000;Christian Bucher;South Hampton Drive;6233;Montgomery;AL;36116;575-82-5060;N;30;19;Y;3;L;Rent;MI;Bachelor;Minor Loss;None;1;1;OK;Edmond;11;AGENT00592;;A
TXN00006920;A00007816;PLC00000232;21/4/2015;9/2/2021;14/2/2021;Health;15062;13000;Robert Weitzel;Holland Court;8070;Arvada;CO;80005;841-44-2489;Y;36;107;Y;3;M;Own;LI;Bachelor;Major Loss;None;0;0;MD;Annapolis;0;AGENT01040;VNDR00403;A
TXN00006921;A00009810;PLC00001117;4/3/2016;11/2/2021;16/2/2021;Motor;12668;4000;Daria Horton;Marlborough Terrace;7144;Berkeley;CA;94705;613-76-9910;N;37;113;Y;7;L;Own;HI;High School;Major Loss;Ambulance;1;0;KY;Lyndon;8;AGENT00839;VNDR00108;A
TXN00006922;A00001374;PLC00005211;5/5/2014;22/2/2021;24/2/2021;Mobile;1009;200;Mitchell Griffiths;North Eastern Boulevard;631;Montgomery;AL;36117;883-92-6526;Y;33;89;N;7;L;Own;MI;Bachelor;Minor Loss;Ambulance;1;1;TN;Nashville;22;AGENT00919;;A
TXN00006923;A00003671;PLC00007616;10/8/2014;10/2/2021;15/2/2021;Life;7025;64000;Humberto Bryant;Castle Road;1015;Edmond;OK;73034;291-08-9760;Y;34;45;Y;6;L;Mortgage;MI;Bachelor;Minor Loss;Ambulance;1;0;KY;Louisville;12;AGENT00725;VNDR00482;A
TXN00006924;A00001616;PLC00006186;2/1/2018;21/2/2021;24/2/2021;Property;9129;26000;Sylvia Moua;Glynnwood Drive;8125;Montgomery;AL;36117;275-59-5857;N;28;44;Y;6;H;Own;MI;Bachelor;Minor Loss;Police;1;0;CA;Hayward;11;AGENT00213;VNDR00325;A
TXN00006925;A00007649;PLC00004423;24/6/2010;12/2/2021;17/2/2021;Travel;714;5000;Dustin Peed;Lee Boulevard;201;Savannah;GA;31405;581-10-1475;Y;57;47;Y;2;H;Rent;MI;Bachelor;Total Loss;None;1;1;CT;Manchester;7;AGENT00460;VNDR00275;A
TXN00006926;A00007462;PLC00004227;28/5/2018;18/2/2021;23/2/2021;Mobile;645;500;James Percy;East 64th Street;109;Savannah;GA;31405;642-54-7248;Y;42;118;Y;4;M;Rent;MI;MD;Total Loss;Ambulance;1;1;TN;Nashville;2;AGENT00983;VNDR00365;A
TXN00006927;A00008324;PLC00000411;30/11/2017;27/2/2021;27/2/2021;Property;13443;32000;Lillie Bloom;Nashboro Boulevard;2079;Nashville;TN;37217;627-45-6845;Y;36;9;Y;3;H;Rent;MI;MD;Total Loss;Police;1;1;FL;Panama City;9;AGENT00909;VNDR00366;A
TXN00006928;A00005944;PLC00005282;21/7/2018;11/2/2021;16/2/2021;Life;8905;87000;Kenneth Hammond;Kennedy Road;195;Manchester;CT;6042;868-04-6056;N;61;62;Y;2;M;Rent;LI;High School;Major Loss;Police;1;1;AL;Montgomery;11;AGENT01113;VNDR00317;A
TXN00006929;A00000362;PLC00003173;10/8/2010;25/2/2021;26/2/2021;Travel;7578;3000;Pat Brooks;Forsythe Drive;6823;Panama City;FL;32404;705-02-0729;Y;28;35;Y;7;M;Own;LI;Bachelor;Minor Loss;Police;0;1;MD;Laurel;20;AGENT01182;VNDR00122;A
TXN00006930;A00007996;PLC00002695;7/8/2010;11/2/2021;16/2/2021;Travel;6448;1000;Charity Blaine;17th Street Southeast;235;Washington;DC;20003;850-88-0263;Y;27;55;Y;7;L;Rent;MI;High School;Total Loss;Police;1;1;AL;Montgomery;11;AGENT00963;VNDR00520;A
TXN00006931;A00008369;PLC00004268;23/10/2013;19/2/2021;22/2/2021;Motor;1211;7000;Dan Conti;Fontaine Road;840;Derby;VT;5829;022-01-2954;N;33;51;Y;5;L;Rent;LI;Bachelor;Major Loss;None;0;0;CA;Rancho Palos Verdes;9;AGENT00825;VNDR00122;A
TXN00006932;A00003037;PLC00006678;11/1/2013;13/2/2021;18/2/2021;Travel;5085;2000;Marilyn Creed;Massachusetts Avenue Southeast;1710;Washington;DC;20003;519-46-0453;N;63;93;Y;3;M;Mortgage;MI;Bachelor;Total Loss;Ambulance;0;0;MD;Glen Burnie;15;AGENT00316;;A
TXN00006933;A00004937;PLC00000795;5/7/2012;18/2/2021;23/2/2021;Property;9328;16000;Imogene Labelle;Gulf View Drive;427;Panama City Beach;FL;32413;550-68-4701;Y;40;114;Y;2;L;Rent;MI;Masters;Major Loss;None;0;0;VT;Rutland;13;AGENT01044;VNDR00407;A
TXN00006934;A00000018;PLC00004214;27/8/2019;11/2/2021;16/2/2021;Life;8901;77000;Charles Johnson;High Ledge Circle;89;Manchester;CT;6040;012-62-3043;Y;30;30;Y;7;L;Mortgage;HI;Bachelor;Minor Loss;Ambulance;0;1;AR;Fayetteville;12;AGENT01049;VNDR00433;A
TXN00006935;A00008940;PLC00001352;24/6/2019;17/2/2021;22/2/2021;Health;18315;4000;Jenifer Holland;3rd Street Northeast;112;Washington;DC;20002;535-52-3716;Y;44;13;N;6;H;Own;HI;College;Total Loss;None;0;0;CT;Groton;12;AGENT00483;VNDR00071;A
TXN00006936;A00009511;PLC00005495;27/9/2017;11/2/2021;16/2/2021;Life;5974;11000;Walter Martin;Amsden Street;32;Arlington;MA;2474;898-57-6863;N;40;58;Y;6;L;Mortgage;MI;Bachelor;Minor Loss;Ambulance;1;1;MD;Pasadena;16;AGENT00003;VNDR00527;A
TXN00006937;A00000389;PLC00008751;30/12/2013;11/2/2021;16/2/2021;Life;555;66000;Douglas Guarnera;Sierra Nevada Road;2443;Mammoth Lakes;CA;93546;060-85-6161;Y;48;24;Y;2;M;Mortgage;MI;Masters;Major Loss;None;1;1;VT;Moretown;18;AGENT00260;VNDR00315;A
TXN00006938;A00008341;PLC00000874;9/6/2016;24/2/2021;25/2/2021;Life;7385;82000;Arthur Stanhope;Willena Avenue;2534;Montgomery;AL;36107;689-47-6934;Y;49;108;Y;7;L;Mortgage;LI;College;Total Loss;None;1;0;AL;Montgomery;9;AGENT00473;VNDR00260;A
TXN00006939;A00008230;PLC00003391;28/3/2012;22/2/2021;24/2/2021;Mobile;88;700;Benjamin Chaisson;Summer Street;122;Medford;MA;2155;418-80-3784;Y;31;67;Y;4;L;Rent;MI;Bachelor;Major Loss;None;0;0;MD;Hanover;0;AGENT00147;;A
TXN00006940;A00009580;PLC00004853;26/11/2015;13/2/2021;18/2/2021;Property;12543;36000;Rebecca Warren;Northwest 113th Terrace;7301;Oklahoma City;OK;73162;731-18-3090;N;37;92;Y;5;M;Mortgage;MI;High School;Minor Loss;Ambulance;0;1;GA;Savannah;2;AGENT00486;;A
TXN00006941;A00004486;PLC00001591;11/4/2016;23/2/2021;25/2/2021;Mobile;616;100;Linda Gilstrap;Ardee Avenue;1123;Nashville;TN;37216;026-50-5113;N;61;62;Y;4;L;Mortgage;LI;College;Major Loss;Ambulance;0;1;GA;Savannah;1;AGENT00562;VNDR00495;A
TXN00006942;A00006455;PLC00001250;6/2/2018;13/2/2021;18/2/2021;Motor;1191;7000;John Smith;Gentry Court;54;Annapolis;MD;21403;770-82-4403;Y;37;91;Y;4;L;Mortgage;HI;College;Minor Loss;Ambulance;0;1;CO;Arvada;22;AGENT00203;;A
TXN00006943;A00003151;PLC00004042;18/8/2014;14/2/2021;19/2/2021;Motor;8233;10000;Portia Gilliland;Old Route 103;130;Chester;VT;5143;124-89-1776;Y;53;8;Y;3;M;Mortgage;MI;Masters;Minor Loss;Police;1;1;MD;Severn;8;AGENT00436;VNDR00098;A
TXN00006944;A00009728;PLC00005736;29/9/2013;17/2/2021;22/2/2021;Property;10154;21000;David Cook;Johnson Court;5688;Arvada;CO;80002;246-30-8777;N;25;85;Y;3;L;Rent;MI;High School;Minor Loss;Ambulance;1;1;AL;Montgomery;5;AGENT00992;VNDR00164;A
TXN00006945;A00004275;PLC00008987;8/3/2012;23/2/2021;25/2/2021;Property;9911;17000;Samuel Depp;Lallemand Court;314;Nashville;TN;37211;893-42-7654;Y;39;51;Y;5;L;Own;MI;Bachelor;Major Loss;Ambulance;1;0;KY;Louisville;2;AGENT00066;VNDR00523;A
TXN00006946;A00009926;PLC00009783;22/9/2013;25/2/2021;26/2/2021;Travel;6691;3000;Carlos Tabor;Chateau Lane;3623;Louisville;KY;40219;656-32-4443;Y;25;38;Y;2;M;Mortgage;MI;High School;Total Loss;Ambulance;1;0;CT;Manchester;8;AGENT00680;VNDR00429;A
TXN00006947;A00009120;PLC00008374;1/7/2011;11/2/2021;16/2/2021;Life;6674;88000;Jaclyn Santiago;North Sierra Avenue;2643;Fayetteville;AR;72703;707-19-1047;Y;56;73;Y;3;M;Mortgage;MI;College;Major Loss;None;0;0;VT;Woodbury;2;AGENT00665;;A
TXN00006948;A00009472;PLC00005483;14/12/2017;25/2/2021;26/2/2021;Motor;12094;9000;Milton Norman;North Cimarron Drive;5038;Beverly Hills;FL;34465;806-46-0026;Y;55;100;Y;5;M;Rent;LI;College;Total Loss;Police;1;0;KY;Louisville;22;AGENT00534;;A
TXN00006949;A00001296;PLC00003729;24/3/2018;28/2/2021;28/2/2021;Property;14977;34000;Carla Little;15th Street Northeast;449;Washington;DC;20002;750-69-9525;N;28;71;Y;3;H;Rent;MI;Bachelor;Major Loss;Ambulance;1;1;AK;Anchorage;22;AGENT00158;;A
TXN00006950;A00008055;PLC00007931;5/1/2011;22/2/2021;25/2/2021;Health;19173;14000;Edward Chisam;Chesapeake Mobile Court;33;Hanover;MD;21076;878-89-4460;Y;47;14;Y;7;H;Rent;LI;Bachelor;Minor Loss;Police;0;1;MD;Crofton;7;AGENT00303;VNDR00275;A
TXN00006951;A00001925;PLC00002694;20/8/2016;22/2/2021;25/2/2021;Life;9398;37000;Verona Levinson;East Shoshone Avenue;5110;Orange;CA;92867;029-21-5167;Y;27;53;Y;6;L;Mortgage;MI;Bachelor;Major Loss;Police;1;1;OK;Norman;5;AGENT00115;;A
TXN00006952;A00001717;PLC00006139;19/3/2015;1/3/2021;1/3/2021;Motor;12474;5000;Tarsha Fornes;William Chambers Junior Drive;140;Glen Burnie;MD;21060;615-69-1726;Y;45;19;Y;3;L;Mortgage;HI;High School;Major Loss;None;0;1;TN;Nashville;3;AGENT01173;VNDR00325;A
TXN00006953;A00008953;PLC00005935;10/4/2019;14/2/2021;19/2/2021;Life;9266;54000;Jeri Erickson;Parlmont Park;37;Billerica;MA;1862;716-88-7560;N;29;93;Y;6;M;Mortgage;MI;Bachelor;Total Loss;Ambulance;1;0;OK;Oklahoma City;20;AGENT00348;VNDR00374;A
TXN00006954;A00000567;PLC00008569;12/12/2015;12/2/2021;17/2/2021;Motor;10027;8000;Patrick Holien;Middle Turnpike East;425;Manchester;CT;6040;291-08-4375;Y;41;48;Y;2;L;Own;HI;High School;Minor Loss;Police;1;1;OK;Midwest City;3;AGENT00066;VNDR00474;A
TXN00006955;A00009507;PLC00006493;12/9/2013;21/2/2021;24/2/2021;Travel;7571;5000;Harold Grigg;West Market Street;1709;Louisville;KY;40203;736-37-1057;Y;53;8;Y;2;L;Rent;LI;Masters;Major Loss;None;1;1;FL;Panama City Beach;5;AGENT00385;VNDR00077;A
TXN00006956;A00005607;PLC00003678;2/6/2013;21/2/2021;24/2/2021;Life;6692;30000;Randall Smiley;South Hampton Drive;6233;Montgomery;AL;36116;601-35-0641;Y;31;44;Y;7;L;Own;HI;College;Minor Loss;Police;0;1;AZ;Glendale;2;AGENT00339;VNDR00144;A
TXN00006957;A00004797;PLC00008838;10/3/2017;16/2/2021;21/2/2021;Property;14579;15000;Zachary Hatley;West 19th Court;4604;Panama City;FL;32405;828-83-7313;Y;33;46;Y;4;L;Mortgage;MI;High School;Total Loss;None;1;1;AZ;Waddell;16;AGENT00527;VNDR00440;A
TXN00006958;A00009098;PLC00007779;25/11/2010;12/2/2021;17/2/2021;Mobile;629;700;Derrick Arch;Christine Drive;32512;Union City;CA;94587;881-62-2723;Y;49;48;Y;4;L;Mortgage;MI;Bachelor;Major Loss;Other;1;1;AR;Fayetteville;5;AGENT00930;;A
TXN00006959;A00005512;PLC00000094;4/2/2019;14/2/2021;19/2/2021;Health;12284;17000;Russell Jackson;Bay View Circle;14854;Panama City Beach;FL;32413;356-38-1332;Y;52;12;Y;4;L;Mortgage;HI;Masters;Minor Loss;Ambulance;1;0;OK;Oklahoma City;9;AGENT00743;;A
TXN00006960;A00007206;PLC00008209;24/9/2017;13/2/2021;18/2/2021;Life;9783;19000;Michael Echols;Zion Road;1753;Fayetteville;AR;72703;346-33-7035;Y;63;82;N;5;L;Mortgage;MI;College;Major Loss;Police;1;0;AR;Fayetteville;4;AGENT00441;;A
TXN00006961;A00009240;PLC00001317;7/10/2013;21/2/2021;24/2/2021;Travel;9788;1000;Albert Ford;West 64th Avenue;7090;Arvada;CO;80003;240-93-4081;Y;52;21;Y;5;M;Own;MI;Masters;Minor Loss;Other;1;1;GA;Savannah;5;AGENT00688;VNDR00399;A
TXN00006962;A00000410;PLC00002918;27/6/2015;14/2/2021;19/2/2021;Property;8811;37000;Jennifer Taylor;Bobbin Mill Road;531;Lunenburg;VT;5906;174-21-0781;Y;34;35;Y;4;H;Mortgage;LI;High School;Minor Loss;Police;1;1;CA;Hayward;16;AGENT00660;VNDR00083;A
TXN00006963;A00002747;PLC00005991;23/6/2015;17/2/2021;22/2/2021;Mobile;823;100;Harold Dow;West Wheeler Road;6342;Fayetteville;AR;72704;007-39-4648;Y;38;78;Y;7;M;Mortgage;HI;Bachelor;Major Loss;Other;0;0;DC;Washington;19;AGENT00035;;A
TXN00006964;A00001008;PLC00003807;12/11/2010;19/2/2021;24/2/2021;Mobile;1027;200;Cleveland Frazee;West Leslie Lane;141;Panama City Beach;FL;32407;173-34-1577;Y;49;39;Y;4;M;Rent;MI;High School;Major Loss;Ambulance;1;1;FL;Panama City;7;AGENT00772;VNDR00203;D
TXN00006965;A00004771;PLC00009181;2/8/2015;20/2/2021;25/2/2021;Travel;6284;1000;Jon Ross;Habberton Road;513;Fayetteville;AR;72703;717-53-9035;Y;50;32;Y;7;L;Own;MI;High School;Total Loss;Police;1;1;CA;Sutter Creek;0;AGENT00451;;A
TXN00006966;A00003778;PLC00009875;21/6/2011;17/2/2021;22/2/2021;Travel;5976;3000;Keith Lebrun;Stonington Drive;982;Arnold;MD;21012;662-49-0759;N;25;13;Y;2;M;Mortgage;MI;PhD;Minor Loss;None;0;1;GA;Savannah;17;AGENT00984;VNDR00275;A
TXN00006967;A00007019;PLC00005818;1/8/2016;24/2/2021;26/2/2021;Travel;9426;3000;Ronald Austin;Cleveland Park Rd;;Freetown;MA;2717;878-56-3099;Y;62;49;Y;4;M;Mortgage;MI;High School;Total Loss;Police;1;0;AK;Anchorage;18;AGENT00249;;A
TXN00006968;A00002696;PLC00005404;22/9/2016;18/2/2021;23/2/2021;Health;14789;2000;Oscar Haynes;Alvin Sperry Road;4927;Mount Juliet;TN;37122;847-45-9393;Y;32;82;Y;2;M;Own;LI;Bachelor;Minor Loss;Police;0;1;VT;;12;AGENT00163;;A
TXN00006969;A00002944;PLC00003065;13/4/2016;15/2/2021;20/2/2021;Life;8101;94000;Raymond Greenhouse;Johnny Mercer Boulevard;7024;Savannah;GA;31410;690-64-9594;Y;43;114;Y;4;L;Mortgage;HI;Bachelor;Minor Loss;Police;1;1;FL;Panama City;19;AGENT00922;VNDR00456;A
TXN00006970;A00009713;PLC00000931;1/2/2013;16/2/2021;21/2/2021;Health;19813;2000;John Romero;Ridge Street Northwest;416;Washington;DC;20001;536-52-1068;Y;53;44;Y;6;M;Rent;HI;Bachelor;Minor Loss;Ambulance;1;1;AK;Anchorage;11;AGENT00953;;A
TXN00006971;A00000973;PLC00009900;22/11/2017;22/2/2021;25/2/2021;Travel;9715;4000;Judith Chapman;South 9th Street;1523;Louisville;KY;40208;133-10-4286;Y;61;82;Y;4;L;Mortgage;HI;College;Total Loss;Police;1;1;VT;Reading;7;AGENT01021;;D
TXN00006972;A00004659;PLC00001284;15/1/2011;24/2/2021;26/2/2021;Travel;9126;5000;Denise Harrell;Pheasant Avenue;200;Louisville;KY;40118;102-87-9494;N;50;56;Y;3;L;Mortgage;LI;Bachelor;Total Loss;None;0;0;OK;Norman;16;AGENT01023;VNDR00042;A
TXN00006973;A00008457;PLC00007617;2/11/2012;20/2/2021;25/2/2021;Mobile;119;300;Lillian Jones;Carmel Street;1234;Madera;CA;93638;873-16-2677;Y;59;99;Y;2;L;Own;HI;High School;Total Loss;Ambulance;0;1;CO;Fort Collins;10;AGENT00416;VNDR00564;A
TXN00006974;A00005379;PLC00003353;23/8/2017;16/2/2021;21/2/2021;Property;12479;14000;Franklin Treadwell;Eastridge Circle;2325;Moore;OK;73160;377-29-9316;Y;32;55;Y;7;H;Own;MI;Masters;Major Loss;Police;1;0;CA;Newark;14;AGENT00838;VNDR00370;A
TXN00006975;A00004845;PLC00003374;11/8/2011;20/2/2021;25/2/2021;Health;17239;2000;James Stewart;Bluegrass Parkway;10819;Jeffersontown;KY;40299;358-72-6983;N;27;13;Y;7;M;Own;MI;High School;Minor Loss;Ambulance;1;0;AZ;Glendale;13;AGENT00123;VNDR00498;A
TXN00006976;A00001258;PLC00003937;24/9/2017;22/2/2021;25/2/2021;Motor;8432;9000;Daniel Sansotta;Queen Street;7025;Arvada;CO;80004;021-74-6025;N;56;100;Y;5;M;Rent;MI;High School;Minor Loss;None;1;1;OK;Norman;20;AGENT00463;VNDR00090;A
TXN00006977;A00000468;PLC00006254;21/9/2017;17/2/2021;22/2/2021;Motor;1132;5000;Shirley Clary;North 59th Avenue;6231;Glendale;AZ;85301;221-79-5061;N;44;106;N;2;M;Rent;LI;Masters;Total Loss;Other;0;1;FL;Merritt Island;22;AGENT00182;VNDR00600;A
TXN00006978;A00008089;PLC00003726;30/11/2013;18/2/2021;23/2/2021;Health;2000;18000;Mary Oyler;Chevis Road;103;Savannah;GA;31419;631-74-8013;Y;34;12;Y;6;L;Mortgage;HI;Bachelor;Total Loss;None;0;0;FL;Port Charlotte;13;AGENT00952;VNDR00137;A
TXN00006979;A00001489;PLC00005791;13/3/2014;23/2/2021;26/2/2021;Health;10064;17000;Diana Jarvis;Jolon Road;55620;King City;CA;93930;208-16-5367;Y;42;18;Y;7;L;Own;MI;Masters;Major Loss;Police;1;1;KY;Louisville;17;AGENT00311;VNDR00372;A
TXN00006980;A00002595;PLC00008089;2/4/2015;21/2/2021;26/2/2021;Property;10767;23000;Rheba Johnson;Center Drive;17615;Fountain;FL;32438;861-67-4022;Y;64;24;Y;3;L;Rent;HI;High School;Minor Loss;Police;1;1;AZ;Glendale;5;AGENT00159;;A
